编号,实体1,关系,实体2
5530,祝奥,father,未知
4700,荀衢,father,荀昙
2480,管邈,father,管宁
4462,郤俭[魏],father,未知
4143,王布,father,未知
1995,陈正,father,未知
4282,王延,father,未知
5643,李邵[东汉],father,未知
1824,曹潜,father,曹铄
5404,种邵,father,未知
3477,毛甘,father,未知
2550,郭缊,father,郭全
3758,沙末汗,father,厥机
2355,高承,father,未知
2261,樊陵,father,未知
2529,郭全,father,未知
1930,陈奉,father,未知
4981,育延,father,未知
2234,杜挚,father,未知
929,陈应[刘表],father,未知
2441,龚衡,father,未知
6136,乌获,father,未知
4328,卫固,father,未知
313,兀突骨,father,未知
3767,上官雝,father,未知
2500,郭敞,father,郭奕[魏]
5755,云英,father,未知
2973,狼岑,father,未知
4262,王坦之,father,王述
2640,何熙,father,未知
123,王威,father,王离
222,审配,father,未知
5112,张泓,father,未知
5142,张礼,father,未知
5500,朱志,father,未知
5652,张氏[张温妹],father,张允[吴]
3800,师宜官,father,未知
2662,和郁,father,和逌
20,董卓,father,董君雅
4497,夏侯湛,father,夏侯庄
4723,荀禹,father,未知
3015,李贵人,father,未知
4324,隗渠,father,未知
4659,许章,father,未知
4264,王图,father,未知
4525,向雄,father,向韶
3025,李基,father,李通[魏]
1884,曹上,father,曹操
5637,李祯[东汉],father,未知
1674,王弼,father,王业[魏]
424,潘凤,father,未知
1971,陈術,father,未知
4149,王晨,father,未知
5598,敬怀皇后,father,未知
91,顾雍,father,未知
6152,贾玑,father,贾诩
129,王粲,father,王谦
4043,孙兴,father,孙辅
3909,苏衡,father,未知
2035,仇昭仪,father,未知
4815,杨虑,father,未知
3374,路粹,father,未知
4943,于兹,father,未知
4268,王翁,father,未知
2821,霍显,father,未知
3818,时苗,father,未知
1909,车浚,father,未知
1368,贾龙,father,未知
2593,韩晞,father,未知
303,高顺,father,未知
2535,郭统,father,郭淮
6158,纪瞻,father,纪陟
5225,张逸,father,未知
2846,贾琮,father,未知
4809,杨俊[魏],father,未知
3146,刘本,father,未知
59,魏延,father,未知
5263,赵酆,father,赵咨[魏]
3411,吕雅,father,吕乂
3443,马平[西晋],father,未知
4334,卫京,father,卫臻
190,张角,father,未知
1982,陈勋,father,未知
5989,郭喜,father,郭德
2831,吉邈,father,吉本
4877,阴夔,father,未知
4185,王徽,father,王基
4117,田彭祖,father,田豫[魏]
4817,杨密,father,未知
2225,杜锡,father,杜预
5883,商汤,father,未知
103,徐晃,father,未知
1848,曹协,father,曹丕
5633,刘弘[东汉],father,未知
201,文丑,father,未知
3506,孟兴,father,孟达[蜀]
4881,殷纯,father,未知
4099,陶丘一,father,未知
1813,曹礼,father,曹丕
5152,张邈[西晋],father,张泰[大鸿胪]
2997,李伯仁,father,未知
3187,刘阖,father,未知
3013,李固[东汉大臣],father,未知
4016,武烈皇后,father,未知
5330,甄子然,father,未知
284,诸葛亮,father,诸葛珪
4273,王象,father,未知
3264,刘勋[东汉],father,未知
2749,华周,father,华歆
2287,费恭,father,费祎
2233,杜轸,father,杜雄
5197,张咸,father,未知
3073,李绪,father,李通[魏]
3289,刘舆,father,未知
4590,徐矫,father,徐琨
5569,赵咨[魏],father,未知
5313,甄黄,father,未知
3213,刘略[零陵太守],father,未知
5541,宗玮,father,未知
3492,孟贲,father,未知
2919,靳详,father,未知
5181,张硕,father,未知
26,甘宁,father,未知
9,司马懿,father,司马防
4651,许相,father,许训
2732,华当,father,未知
4998,袁迪,father,袁绥
28,吕布,father,未知
4639,许据,father,未知
4234,王岐,father,未知
5669,秦庆童,father,未知
2709,胡潜,father,未知
3410,吕巽,father,吕昭
524,袁绍,father,未知
3880,司马越,father,司马泰
3752,芮良,father,芮祉
5301,赵稚长,father,未知
3296,刘肇,father,未知
5514,诸葛玫,father,诸葛冲
4442,伍隆,father,未知
4129,投鹿侯,father,未知
2788,黄耈,father,未知
285,诸葛瞻,father,诸葛亮
5091,张璠,father,未知
5595,郤俭[东汉],father,未知
1965,陈时,father,未知
1902,常房,father,未知
1972,陈肃,father,陈登
5106,张颢,father,未知
2318,伏德,father,伏完
5574,张婴[东汉],father,未知
1595,郭修,father,未知
5582,张津,father,未知
5586,张奉[中常侍],father,未知
3789,审固,father,未知
5468,朱盖,father,未知
3994,孙闿,father,孙绰[孙暠子]
3183,刘汉,father,刘邠
4770,燕荔阳,father,未知
6012,栈潜,father,未知
1870,曹则,father,曹真
41,张辽,father,未知
17,孙权,father,孙坚
3196,刘节,father,未知
4898,尹嘉,father,未知
1896,镡承,father,未知
4151,王澄,father,王乂
4515,鲜于嗣,father,未知
5939,杜牧,father,未知
11,曹操,father,曹嵩
29,貂蝉,father,未知
4291,王廙,father,未知
5007,袁礼,father,未知
3505,孟武,father,未知
2047,崔瑷,father,崔骃
4489,夏侯氏[单固母],father,未知
4261,王遂,father,未知
4931,游殷,father,未知
3784,沈珩,father,未知
4220,王隆,father,未知
688,钟会,father,钟繇
1349,张世平,father,未知
2986,乐资,father,未知
5571,赵达[魏],father,未知
5289,赵温,father,未知
1975,陈桃,father,未知
5653,陈祎[魏],father,未知
5640,李兴[西晋],father,李密
4583,徐顾,father,未知
2929,沮宗,father,未知
48,关羽,father,未知
3865,司马氏[荀霬妻],father,司马懿
2791,黄疆,father,未知
18,马超,father,马腾
2021,程祁,father,程畿
5,庞统,father,未知
2340,傅咸,father,傅玄
3260,刘雄鸣,father,未知
280,钟繇,father,未知
4708,荀崧,father,荀頵
4744,严爽,father,未知
5260,赵敦,father,未知
5601,王彧[东汉],father,未知
2315,冯愔,father,未知
5581,张京[军祭酒],father,未知
4537,谢斐,father,未知
2322,扶罗韩,father,未知
5843,召公奭,father,周文王
4384,文雍,father,未知
4890,殷署,father,未知
6019,郭常子,father,郭常
1494,司马徽童子,father,未知
2003,成藩,father,未知
2829,吉黄,father,未知
4862,野王君,father,未知
49,张飞,father,未知
5482,朱淑媛,father,未知
5903,鲁昭公,father,未知
2661,和逌,father,和洽
6132,羊角哀,father,未知
1853,曹玹,father,曹操
97,典韦,father,未知
5944,曹盱,father,未知
5485,朱琬,father,朱才
3643,綦毌闿,father,未知
5408,仲兴,father,曹节[曹操曾祖]
6108,楚义帝,father,未知
4131,万秉,father,未知
4516,鲜于银,father,未知
2494,广阳顺王,father,未知
2150,东里衮,father,未知
5723,葛雍,father,未知
4696,荀靖,father,荀淑
1932,陈琮,father,陈球
115,徐庶,father,未知
5358,郑小同,father,郑益
1944,陈堪,father,未知
2761,桓氏,father,未知
5599,灵怀皇后,father,未知
196,何仪,father,未知
3584,庞延[魏],father,未知
3105,梁广,father,未知
3822,史璜,father,未知
5589,阴贵人,father,未知
2656,和峤,father,和逌
712,轲比能,father,未知
5041,云午,father,未知
4280,王恂,father,王肃
2493,灌均,father,未知
3070,李休,father,未知
3049,李邵[蜀],father,未知
4994,袁敞,father,袁安
5352,郑舒,father,郑袤
54,黄忠,father,未知
5004,袁徽,father,袁滂
4673,薛乔,father,未知
4888,殷礼,father,未知
2926,苴罗侯,father,未知
2714,胡喜,father,胡广
4915,应劭,father,应奉
3481,毛嘉,father,未知
3908,苏固,father,未知
3224,刘乔,father,刘阜
2945,孔尚,father,未知
30,程昱,father,未知
3010,李服,father,未知
99,乐进,father,未知
3507,孟曜,father,未知
3469,马照,father,未知
5927,后羿,father,未知
5086,张当,father,未知
31,孙策,father,孙坚
655,朱治,father,未知
5470,朱汉,father,未知
67,周瑜,father,周异
5156,张慕,father,未知
4644,许钦,father,许靖
1893,柴玉,father,未知
675,袁胤,father,袁逢
5363,郑妪,father,未知
1,刘备,father,刘弘[刘备父]
5006,袁侃,father,袁涣
5486,朱万岁,father,朱治
1955,陈迁,father,未知
4577,徐粲,father,未知
4709,荀肃,father,荀淑
2077,戴员,father,未知
5373,挚虞,father,未知
4233,王普,father,未知
1828,曹邵,father,未知
5641,李骧[西晋],father,李福
623,许褚,father,未知
2498,郭颁,father,未知
3249,刘夏,father,未知
4879,阴欣,father,未知
2341,傅宣,father,傅祗
5336,郑长,father,未知
5220,张倚,father,未知
5636,刘宝[吴],father,未知
5829,刘贞,father,刘胜
2507,郭诞[魏],father,未知
2740,华融,father,未知
2565,韩邦,father,韩肇
4094,堂溪典,father,未知
2031,程郁,father,程畿
2270,樊伷,father,未知
3437,马恢,father,马忠[蜀]
4966,虞喜,father,未知
2132,丁宫,father,未知
4811,杨康,father,未知
5368,郑众,father,郑兴
2790,黄华,father,未知
2235,度尚,father,未知
4029,孙盛[西晋],father,孙洵
2124,丁冲,father,未知
2840,祭肜,father,未知
4057,孙胤,father,孙皎
3493,孟超,father,未知
2953,孔昱,father,未知
3398,吕凯[吴],father,吕岱
4602,徐绍,father,未知
3983,孙基,father,孙霸
3247,刘熙[东汉],father,未知
5383,钟骏,father,钟毓
3622,邳肜,father,未知
3029,李矩,father,李秉
5025,袁信,father,未知
3619,彭式,father,未知
3817,石伟,father,未知
1729,卞隆,father,卞兰
3874,司马乂,father,司马炎
4092,唐珍,father,未知
5002,袁淮,father,未知
4176,王广,father,王凌
2263,樊普,father,未知
4776,羊秘,father,羊续
5632,刘靖[吴],father,未知
4624,徐质[魏利城郡太守],father,未知
2391,高焉,father,未知
5921,孝元皇后,father,王禁
2648,何恽,father,何桢
3252,刘咸,father,刘宏[西晋]
5897,楚灵王,father,楚共王
3064,李伟,father,李义
3485,毛曾,father,毛嘉
3256,刘嚣,father,未知
5294,赵颙,father,未知
4550,谢顺,father,未知
3376,路合,father,未知
3091,李昭[东汉],father,未知
1808,曹峻,father,曹操
3557,潘尼,father,潘满
3195,刘辑,father,刘理
3871,司马晏,father,司马炎
2139,太王后,father,未知
1976,陈炜,father,未知
3406,吕祥,father,吕凯[蜀]
4800,杨弘[魏],father,未知
2719,胡轸[魏],father,未知
3460,马续,father,未知
3297,刘珍,father,未知
4548,谢鲲,father,未知
5752,孙钟,father,未知
4338,卫烈,father,卫臻
2131,丁厷,father,未知
3293,刘展,father,未知
3359,陆玩,father,未知
4395,吴达,father,未知
4608,徐统,father,未知
5907,司马钧,father,未知
4701,荀融,father,荀绍
5973,范明友,father,未知
4589,徐季龙,father,未知
4008,孙虑[孙綝兄],father,孙绰[孙暠子]
3662,谯秀,father,谯熙
3181,刘龟,father,未知
5839,刘必,father,刘谊
2726,扈瑁,father,未知
2119,第五巡,father,未知
4957,虞溥,father,虞秘
3344,鲁昔,father,未知
4562,辛韬,father,未知
2282,范旃,father,未知
4036,孙希,father,孙登[吴]
5420,周光,father,未知
2048,崔洪,father,崔赞
5042,载斯,father,未知
3939,孙弼,father,未知
2634,何劭,father,何曾
2707,胡罴,father,胡质
4827,杨融,father,未知
2311,冯肃,father,未知
5098,张富,father,张鲁
1886,曹纂,father,曹休
3601,裴潜[吴],father,未知
1952,陈敏,father,未知
1961,陈融,father,未知
4536,谢慈,father,未知
5947,雍齿,father,未知
2607,郝旦,father,未知
4105,滕牧,father,未知
4874,阴澹,father,未知
5566,左延年,father,未知
1875,曹震,father,曹洪
4841,杨宣,father,未知
2856,贾氏[韩寿妻],father,贾充
4630,许玚,father,未知
4050,孙壹[孙奂子],father,孙奂
5441,周生烈,father,未知
4221,王卢九,father,未知
4927,优居,father,未知
2080,单固,father,单伯龙
4278,王裦,father,王仪
4366,温恕,father,未知
2898,焦璜,father,未知
4150,王承[东汉],father,未知
2276,范陵,father,未知
5198,张显,father,未知
3265,刘询[东汉],father,未知
2455,顾谦,father,顾悌
2512,郭躬,father,郭弘
3107,梁几,father,未知
4982,郁筑鞬,father,未知
5577,张休[魏],father,未知
4912,应奉,father,未知
5271,赵孔曜,father,未知
1980,陈象,father,未知
4013,孙弥[孙皎子],father,孙皎
4662,许综,father,许仪
5805,曹氏[孙匡妻],father,曹仁
4977,庾峻,father,未知
3741,汝超,father,未知
5507,诸葛建,father,诸葛恪
2711,胡威,father,胡质
2951,孔衍,father,未知
2544,郭奕[西晋],father,郭镇
5618,孙弥[孙瑜子],father,孙瑜
3275,刘曜[魏],father,未知
5605,王皇后,father,王夔
2863,贾原,father,未知
4164,王范,father,未知
3077,李移子,father,未知
5952,元稹,father,元宽
4418,吴述,father,未知
5365,郑札,father,未知
5451,周奕,father,未知
2741,华谭,father,华融
4012,孙茂,father,未知
5287,赵伟璋,father,未知
3795,盛匡,father,未知
2605,韩宗,father,未知
2750,怀叙,father,未知
3435,马合乡侯,father,未知
3771,劭提,father,未知
4980,庾顗,father,未知
4710,荀昙,father,未知
2558,郭子瑜,father,未知
5585,张固[西晋],father,张斅
3602,裴钦,father,裴玄
2781,皇象,father,未知
2116,邓子孝,father,未知
1940,陈济,father,陈震
2932,句丽王宫,father,未知
4703,荀汪,father,荀淑
4920,应詹,father,应秀
4627,徐宗,father,未知
3692,屈恭,father,未知
4952,虞放,father,未知
2198,杜安,father,未知
5360,郑诩,father,郑袤
4628,徐祚,father,徐琨
4410,吴林,father,未知
2218,杜乔,father,未知
4852,杨准,father,杨嚣
2212,杜理,father,杜几
5578,张泰[大鸿胪],father,未知
5490,朱宣,father,朱熊
2994,黎韬,father,未知
4155,王粹,father,未知
4963,虞耸,father,虞翻
5823,周文王,father,季历
2484,管彦,father,未知
2118,第五伦,father,未知
3212,刘隆,father,未知
5290,赵息,father,赵岐
5077,张昶,father,张奂
4406,吴遽,father,未知
4576,徐彪,father,未知
2573,韩观,father,未知
5364,郑豫,father,郑默
2548,郭豫,father,郭缊
2026,程咸,father,未知
3889,宋定,father,未知
4820,杨穆,father,未知
5184,张泰[太乐丞],father,未知
3569,庞奋,father,未知
4964,虞谭,father,虞忠
5058,笮咨,father,未知
2608,郝光,father,未知
5162,张岐,father,未知
3114,梁施,father,梁习
2157,董弼,father,未知
5647,郭正[魏],father,郭统
4524,向条,father,向朗
2395,葛光,father,未知
2547,郭昱,father,郭永
3248,刘义逊,father,未知
5493,朱育,father,未知
3930,随春,father,未知
1985,陈业,father,未知
2478,管季儒,father,未知
2082,单飏,father,未知
2450,顾徽,father,未知
1738,驳位居,father,拔奇
3042,李求承,father,未知
4073,孙遵,father,未知
1732,邴春,father,未知
4177,王贵人[曹芳妻],father,未知
5205,张修[魏],father,未知
3892,宋姬[曹丕妃],father,未知
3544,倪清河,father,未知
3495,孟观,father,未知
2657,和离,father,和洽
5325,甄艳,father,甄像
4480,夏侯骏,father,夏侯威
5546,鬷弘,father,未知
3882,司马肇,father,司马岐
2609,郝凯,father,郝昭
2117,邓遵,father,未知
3736,任旐,father,未知
5284,赵亭,father,赵俨
5008,袁亮,father,袁霸
3975,孙宏,father,孙资
4046,孙谞,father,未知
5376,钟辿,father,未知
4130,秃瑰来,father,未知
2194,窦礼,father,未知
3738,戎末廆,father,未知
4619,徐英,father,未知
3794,盛冲,father,未知
2844,贾彪,father,未知
2011,成律归,father,未知
1900,常伯先,father,未知
2201,杜德,father,未知
5031,袁毅,father,未知
5487,朱纬,father,朱治
4464,郤揖,father,郤俭[东汉]
4866,伊声耆,father,未知
5194,张吴,father,未知
3649,骞曼,father,和连
3326,卢谌,father,卢志
5480,朱乔,father,未知
2509,郭端,father,未知
4704,荀氏[李翼后妻],father,未知
3548,牛亶,father,未知
2370,高峻,father,未知
5381,钟觐,father,未知
5359,郑兴,father,未知
6154,贾延,father,贾玑
5606,显阳乡君,father,未知
5357,郑像,father,未知
3069,李兴[魏],father,未知
5587,张奋[吴],father,未知
2893,蒋壹,father,蒋钦
5588,张霸[东汉],father,未知
5627,刘熙[刘靖子],father,刘靖[魏]
5638,李昭[魏],father,未知
5210,张恂,father,未知
3045,李仁[吴],father,未知
5464,朱诞,father,未知
2334,傅募,father,傅佥
4663,宣璠,father,未知
5398,钟瑜,father,未知
2980,乐何当,father,未知
4858,姚琼,father,未知
5479,朱南,father,未知
2950,孔恂,father,孔乂
5082,张俶,father,未知
3223,刘强,father,刘秀
2615,浩周,father,未知
5258,赵达[吴],father,未知
4123,田晏,father,未知
3603,裴生,father,未知
4773,羊度,father,未知
1954,陈仆,father,未知
4921,应贞,father,应璩
4226,王秘[魏],father,未知
5602,王休[东汉],father,未知
1788,曹范[曹据子],father,曹据
3697,圈文生,father,未知
5583,张俭[魏],father,未知
3947,孙绰[西晋],father,未知
5054,枣嵩,father,未知
2155,董巴,father,未知
2643,何勖,father,何桢
2604,韩子助,father,未知
2014,程昂,father,未知
5803,曹氏[夏侯尚妻],father,未知
2045,王仲,father,未知
4616,徐逸,father,未知
5236,张郁,father,张裔
4204,王康,father,王虔
5240,张瓒,father,未知
3727,任览,father,任峻
2834,纪亮,father,未知
3721,任藩,father,未知
4731,延固,father,未知
4691,荀甝,father,荀恽
2614,浩详,father,未知
4786,杨豹,father,未知
4565,邢乔,father,未知
4309,王稚,father,未知
1997,陈稚叔,father,未知
2551,郭展,father,郭配
4083,檀谟,father,未知
5457,周祗,father,未知
5099,张刚,father,未知
5101,张阁,father,未知
4414,吴祺,father,吴景
2256,番苗,father,未知
3546,聂夔,father,未知
2404,耿黼,father,未知
5378,钟敷,father,钟皓
4066,孙肇,father,未知
4227,王明山,father,王淩
4134,万演,father,未知
3832,士孙萌,father,士孙瑞
2716,胡业,father,未知
3346,陆耽,father,陆抗
4089,唐谱,father,未知
5304,赵濯,father,未知
5105,张浩,father,未知
2912,金玮,father,金尚
4322,韦休甫,father,未知
5433,周玘,father,周处
5166,张群,father,未知
1811,曹焜,father,曹敏
3739,荣邵,father,未知
5049,臧权,father,臧艾
4554,谢赞,father,未知
5367,郑质,father,郑袤
4985,爰翰,father,爰邵
2623,何洪,father,何遂
4991,袁奥,father,袁涣
4705,荀适,father,荀攸
5331,陈承,father,未知
2491,毌丘重,father,未知
4181,王和平,father,未知
2193,窦嘉,father,未知
2125,丁蕃,father,未知
1832,曹摅,father,未知
5965,陈阶,father,陈寿
5350,郑球,father,郑默
5540,宗惠叔,father,未知
3106,梁宏,father,未知
